Spider "new_vehicles" Started at "2024-04-04 124830"

Error Logs:

No previous output files found
End of Error Logs:


Informative Logs:
Total States found in the website : 51

Total No of Dealers: "58" exists in the state : "Alabama|AL"
State: "Texas|TX", Dealer Name: "All American Chrysler Jeep Dodge of Midland" has 267 vehicles
State: "Texas|TX", Dealer Name: "Covert GM Fleet/Commercial - Bastrop" has 147 vehicles
State: "Texas|TX", Dealer Name: "All American Chrysler Jeep Dodge of Odessa" has 116 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - EL PASO, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Truck City Ford" has 22 vehicles
State: "Texas|TX", Dealer Name: "Crazy Trailer World - Ennis" has 244 vehicles
State: "Texas|TX", Dealer Name: "Crazy Trailer World - Greenville" has 286 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - SAN ANTONIO, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Chuck Nash Chevrolet Buick GMC" has 104 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - GARLAND, TX" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - GARLAND, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Friday's Trailer Sales LLC" has no vehicles
State: "Texas|TX", Dealer Name: "Leach Trailers" has 6 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - SAN ANTONIO, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Atascosa Dodge" has 89 vehicles
State: "Texas|TX", Dealer Name: "Longhorn Trailers" has 476 vehicles
State: "Texas|TX", Dealer Name: "Texas Equipment Source" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - CORSICANA, TX" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - CLIFTON, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Truck Trailer Pros" has 9 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - WAXAHACHIE, TX" has no vehicles
State: "Texas|TX", Dealer Name: "HOLT TRUCK CENTERS - Waco" has 6 vehicles
State: "Texas|TX", Dealer Name: "PrimeWay Consulting" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - ALVARADO, TX" has no vehicles
State: "Texas|TX", Dealer Name: "TTT AUTO INC" has no vehicles
State: "Texas|TX", Dealer Name: "south rift transportation" has no vehicles
State: "Texas|TX", Dealer Name: "RFLA Logistics Inc." has no vehicles
State: "Texas|TX", Dealer Name: "Lloyd Trailer Co - Waco" has 400 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - WACO, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Brenham Chrysler Jeep Dodge" has 38 vehicles
State: "Texas|TX", Dealer Name: "Buckalew Chevrolet Commercial Truck Center" has 168 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - FORT WORTH, TX" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - ROUND ROCK, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Leif Johnson Ford" has 56 vehicles
State: "Texas|TX", Dealer Name: "Waxahachie Dodge Ram" has 125 vehicles
State: "Texas|TX", Dealer Name: "GRAPEVINE DODGE CHRYSLER JEEP" has 103 vehicles
State: "Texas|TX", Dealer Name: "DN Motorcars" has no vehicles
State: "Texas|TX", Dealer Name: "Texan Dodge Chrysler Jeep Ram" has 112 vehicles
State: "Texas|TX", Dealer Name: "NTX Trucks" has no vehicles
State: "Texas|TX", Dealer Name: "LITHIA CHRYSLER JEEP DODGE OF BRYAN COLLEGE STATION" has 104 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - HOUSTON, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Ed Payne Motors Llp" has 100 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - DALLAS, TX" has no vehicles
State: "Texas|TX", Dealer Name: "LOVE CHRYSLER DODGE JEEP LLC" has 10 vehicles
State: "Texas|TX", Dealer Name: "Specialty Heavy Commercial Equipment LLC" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - SAN ANTONIO, TX" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - ARLINGTON, TX" has no vehicles
State: "Texas|TX", Dealer Name: "MCO Truck & Equipment" has no vehicles
State: "Texas|TX", Dealer Name: "Specialty Fleet" has 95 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - LONGVIEW, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Texas Pride Trailers" has 175 vehicles
State: "Texas|TX", Dealer Name: "WJ Truck & Equipment" has no vehicles
State: "Texas|TX", Dealer Name: "A's Truck Parts and Sales" has no vehicles
State: "Texas|TX", Dealer Name: "Utility Trailers - Eagle Pass" has 7 vehicles
State: "Texas|TX", Dealer Name: "TA Truck Center" has no vehicles
State: "Texas|TX", Dealer Name: "Highway Work Truck" has no vehicles
State: "Texas|TX", Dealer Name: "Impel Union Dallas" has 3 vehicles
State: "Texas|TX", Dealer Name: "SINCLAIR EQUIPMENT FINANCE LLC" has no vehicles
State: "Texas|TX", Dealer Name: "The Original Trailers Plus Sales, Inc." has 6 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - WACO, TX" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - AMARILLO, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Utility Trailer Sales - Houston" has 84 vehicles
State: "Texas|TX", Dealer Name: "ROLL OFF TRUCK WORLD" has 12 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - AUSTIN, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Peak Trailer Group" has 14 vehicles
State: "Texas|TX", Dealer Name: "Ryder Used Trucks in San Antonio" has no vehicles
State: "Texas|TX", Dealer Name: "Abilene : Lonestar Truck Group" has 6 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - LAREDO, TX" has no vehicles
State: "Texas|TX", Dealer Name: "MG Truck Sales" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - DALLAS, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Trailer Place" has 157 vehicles
State: "Texas|TX", Dealer Name: "DC Truck & Equipment Sales" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - TERRELL, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Porter Truck Sales-Dallas" has 10 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - AUSTIN, TX" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - BEAUMONT, TX" has no vehicles
State: "Texas|TX", Dealer Name: "M2 Auto Sales" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - HOUSTON, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Dalrock Equipment & Trucks LLC" has no vehicles
State: "Texas|TX", Dealer Name: "Rush Truck Centers - Houston Northwest" has 2 vehicles
State: "Texas|TX", Dealer Name: "Flat Rock Trailers" has 325 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - BRENHAM, TX" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - DENTON, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Brazos Trailer Sales" has 44 vehicles
State: "Texas|TX", Dealer Name: "Happy Trailers - Far West Texas" has 328 vehicles
State: "Texas|TX", Dealer Name: "Estes Enterprise Group LLC" has no vehicles
State: "Texas|TX", Dealer Name: "Happy Trailers - West Texas" has 325 vehicles
State: "Texas|TX", Dealer Name: "Kyrish Truck Center of Austin" has 4 vehicles
State: "Texas|TX", Dealer Name: "Top Guns Truck & Equipment" has no vehicles
State: "Texas|TX", Dealer Name: "Southwest Auto Group" has 8 vehicles
State: "Texas|TX", Dealer Name: "Happy Trailers - East Texas" has 574 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - SAN ANGELO, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Reynolds Auto Group" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - EL PASO, TX" has no vehicles
State: "Texas|TX", Dealer Name: "International Trucks of Houston" has no vehicles
State: "Texas|TX", Dealer Name: "Classic Chevrolet" has 15 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - PHARR, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Porter Truck Sales/Houston" has 5 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - BRYAN, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Amigo Truck, LLC" has 4 vehicles
State: "Texas|TX", Dealer Name: "Selectrucks of Houston" has no vehicles
State: "Texas|TX", Dealer Name: "TRAILER CONNECTION" has 18 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - WEATHERFORD, TX" has no vehicles
State: "Texas|TX", Dealer Name: "AW Trailer Sales" has 121 vehicles
State: "Texas|TX", Dealer Name: "US 281 Truck & Trailer Sales LLC." has 1 vehicles
State: "Texas|TX", Dealer Name: "K2 ENTERPRISES" has 17 vehicles
State: "Texas|TX", Dealer Name: "Sage Oil Vac" has 8 vehicles
State: "Texas|TX", Dealer Name: "Infinity Equipment Truck & Trailer Sales" has 1 vehicles
State: "Texas|TX", Dealer Name: "Big Bang Trailer Sales" has no vehicles
State: "Texas|TX", Dealer Name: "Smart's Truck & Trailer Equipment, Inc" has 6 vehicles
State: "Texas|TX", Dealer Name: "YARUBB ENTERPRISE LLC" has no vehicles
State: "Texas|TX", Dealer Name: "Universal Truck and Trailer" has no vehicles
State: "Texas|TX", Dealer Name: "Royal Rental & Supply" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - HARLINGEN, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Comal County Truck Sales" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - CORPUS CHRISTI, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Municipal Trucks & Equipment" has no vehicles
State: "Texas|TX", Dealer Name: "All Star Imports and American" has no vehicles
State: "Texas|TX", Dealer Name: "Truxas Sales Inc" has 24 vehicles
State: "Texas|TX", Dealer Name: "Delucio U.S.A. - Donna" has 26 vehicles
State: "Texas|TX", Dealer Name: "Impel Union San Antonio" has 4 vehicles
State: "Texas|TX", Dealer Name: "Keystone Waste Solutions" has 3 vehicles
State: "Texas|TX", Dealer Name: "Rush Truck Centers - House of Trucks Dallas" has no vehicles
State: "Texas|TX", Dealer Name: "Kian Motors" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - GRAND PRAIRIE, TX" has no vehicles
State: "Texas|TX", Dealer Name: "CraneWorks - Houston" has 181 vehicles
State: "Texas|TX", Dealer Name: "Rush Truck Centers - Fort Worth" has 2 vehicles
State: "Texas|TX", Dealer Name: "Tyler : Lonestar Truck Group" has 1 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - DALLAS, TX" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - LUBBOCK, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Dallas Utility Trucks LLC" has no vehicles
State: "Texas|TX", Dealer Name: "All Star Truck Sales" has no vehicles
State: "Texas|TX", Dealer Name: "Trademark Truck Sales" has 15 vehicles
State: "Texas|TX", Dealer Name: "National Auto Group" has no vehicles
State: "Texas|TX", Dealer Name: "Brookshire Truck & Trailer" has 9 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - ROCKWALL, TX" has no vehicles
State: "Texas|TX", Dealer Name: "U.S. Truck Parts & Sales" has no vehicles
State: "Texas|TX", Dealer Name: "Fleet Plus Inc" has no vehicles
State: "Texas|TX", Dealer Name: "Truck and Trailer Solutions" has 1 vehicles
State: "Texas|TX", Dealer Name: "Impel Union Houston" has 3 vehicles
State: "Texas|TX", Dealer Name: "Azjor Truck & Equipment, Inc" has no vehicles
State: "Texas|TX", Dealer Name: "D.L. Campbell Used Cars & Trucks, Inc." has no vehicles
State: "Texas|TX", Dealer Name: "Utility Trailer of Dallas, Inc." has 36 vehicles
State: "Texas|TX", Dealer Name: "Rush Truck Centers - Austin" has 56 vehicles
State: "Texas|TX", Dealer Name: "United Fleet Sales LLC." has no vehicles
State: "Texas|TX", Dealer Name: "Service Truck Depot" has 14 vehicles
State: "Texas|TX", Dealer Name: "J & B Pavelka, Inc." has 51 vehicles
State: "Texas|TX", Dealer Name: "Rush Truck Centers - Refuse Systems" has 8 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - HOUSTON, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Freightliner of Austin" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - DALLAS, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Ryder Used Trucks in Houston" has no vehicles
State: "Texas|TX", Dealer Name: "Wiesner Commercial Truck Center" has 74 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - DALLAS, TX" has no vehicles
State: "Texas|TX", Dealer Name: "CraneWorks - Dallas Fort Worth" has no vehicles
State: "Texas|TX", Dealer Name: "AutoNation Ford South Fort Worth" has 57 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - HOUSTON, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Henna Truck Sales" has 86 vehicles
State: "Texas|TX", Dealer Name: "Bluebonnet Motors" has 135 vehicles
State: "Texas|TX", Dealer Name: "Jeff England Motor Company" has no vehicles
State: "Texas|TX", Dealer Name: "KoC Outdoors" has 108 vehicles
State: "Texas|TX", Dealer Name: "TSI Trailers" has 293 vehicles
State: "Texas|TX", Dealer Name: "MHC Kenworth - South Dallas" has 21 vehicles
State: "Texas|TX", Dealer Name: "OTS Truck Centers" has no vehicles
State: "Texas|TX", Dealer Name: "MHC Kenworth - South Fort Worth" has 1 vehicles
State: "Texas|TX", Dealer Name: "Waco Autos" has no vehicles
State: "Texas|TX", Dealer Name: "GULFGATE DODGE CHRYSLER JEEP INC" has 75 vehicles
State: "Texas|TX", Dealer Name: "MHC Kenworth - El Paso" has 17 vehicles
State: "Texas|TX", Dealer Name: "Mercedes-Benz of Grapevine" has 56 vehicles
State: "Texas|TX", Dealer Name: "Ron Carter Chrysler Jeep Dodge Ram" has 84 vehicles
State: "Texas|TX", Dealer Name: "Bayer Chrysler Dodge Jeep RAM" has 69 vehicles
State: "Texas|TX", Dealer Name: "Bryan : Lonestar Truck Group" has 93 vehicles
State: "Texas|TX", Dealer Name: "Temple : Lonestar Truck Group" has 9 vehicles
State: "Texas|TX", Dealer Name: "Trailers and Machinery Solutions International" has 8 vehicles
State: "Texas|TX", Dealer Name: "Utility Trailer Sales - Laredo" has 10 vehicles
State: "Texas|TX", Dealer Name: "Utility Trailer Sales - San Antonio" has 19 vehicles
State: "Texas|TX", Dealer Name: "SANTEX ISUZU TRUCK (Kyrish)" has 11 vehicles
State: "Texas|TX", Dealer Name: "Utility Trailer Sales - Amarillo" has 9 vehicles
State: "Texas|TX", Dealer Name: "Rush Truck Centers - Dallas" has 44 vehicles
State: "Texas|TX", Dealer Name: "Rush Truck Centers - Houston" has 18 vehicles
State: "Texas|TX", Dealer Name: "Utility Trailer Sales - Pharr" has 42 vehicles
State: "Texas|TX", Dealer Name: "Dave Cory Motors" has no vehicles
State: "Texas|TX", Dealer Name: "Dallas Auto Drive" has no vehicles
State: "Texas|TX", Dealer Name: "KKS Auto Sales" has no vehicles
State: "Texas|TX", Dealer Name: "Lonestar Automart" has no vehicles
State: "Texas|TX", Dealer Name: "Roy's Truck and Equipment" has no vehicles
State: "Texas|TX", Dealer Name: "Hamil Truck Sales" has no vehicles
State: "Texas|TX", Dealer Name: "HOLT TRUCK CENTERS - Irving North" has 13 vehicles
State: "Texas|TX", Dealer Name: "Jordan Truck Sales- Texas" has no vehicles
State: "Texas|TX", Dealer Name: "Southern Trucks" has no vehicles
State: "Texas|TX", Dealer Name: "I10 Equipment" has no vehicles
State: "Texas|TX", Dealer Name: "Max Trucks & Equipment" has no vehicles
State: "Texas|TX", Dealer Name: "Rose Truck Sales" has 4 vehicles
State: "Texas|TX", Dealer Name: "Park Place Sprinter Dallas" has 66 vehicles
State: "Texas|TX", Dealer Name: "Rush Truck Centers - Dallas Medium Duty" has 33 vehicles
State: "Texas|TX", Dealer Name: "Waco : Lonestar Truck Group" has 14 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - KATY, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Ancira Commercial Fleet Truck Center" has 20 vehicles
State: "Texas|TX", Dealer Name: "Rush Truck Centers - San Antonio" has 11 vehicles
State: "Texas|TX", Dealer Name: "Discount Motor Company" has no vehicles
State: "Texas|TX", Dealer Name: "Rush Truck Centers - Houston Medium Duty Trucks" has 4 vehicles
State: "Texas|TX", Dealer Name: "Commercial Equipment Services" has no vehicles
State: "Texas|TX", Dealer Name: "Tidwell Motor Company" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - TYLER, TX" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - SAN ANTONIO, TX" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - TEMPLE, TX" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - SELMA, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Ryder Used Trucks in Ft. Worth" has no vehicles
State: "Texas|TX", Dealer Name: "Troy Davis Inc." has no vehicles
State: "Texas|TX", Dealer Name: "Lubbock Truck Sales" has 21 vehicles
State: "Texas|TX", Dealer Name: "Ryder Used Trucks in Dallas" has no vehicles
State: "Texas|TX", Dealer Name: "MHC Kenworth - Fort Worth" has 5 vehicles
State: "Texas|TX", Dealer Name: "J & B Pavelka Inc" has 63 vehicles
State: "Texas|TX", Dealer Name: "MHC Kenworth - Dallas" has 18 vehicles
State: "Texas|TX", Dealer Name: "Moritz Dodge" has 138 vehicles
State: "Texas|TX", Dealer Name: "Pro Equipment" has no vehicles
State: "Texas|TX", Dealer Name: "W.W. Equipment Sales Co" has no vehicles
State: "Texas|TX", Dealer Name: "Westside Isuzu" has 8 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - EL PASO, TX" has no vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - DALLAS, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Bluebonnet Chrysler Dodge" has 428 vehicles
State: "Texas|TX", Dealer Name: "Stanley Automotive Enterprises" has 116 vehicles
State: "Texas|TX", Dealer Name: "Complete Trailers - Fort Worth" has 75 vehicles
State: "Texas|TX", Dealer Name: "PENSKE USED TRUCKS - HOUSTON, TX" has no vehicles
State: "Texas|TX", Dealer Name: "Fleetserve Truck Sales" has no vehicles
State: "Texas|TX", Dealer Name: "Texas Motorcars" has no vehicles
State: "Texas|TX", Dealer Name: "American Bobtail" has 8 vehicles
State: "Texas|TX", Dealer Name: "Huffines Chrysler Jeep Dodge Ram - Plano" has 186 vehicles
State: "Texas|TX", Dealer Name: "Friendly Chevrolet Co." has 179 vehicles
State: "Texas|TX", Dealer Name: "Utility Trailer Sales - El Paso" has 22 vehicles
State: "Texas|TX", Dealer Name: "Silver Star Motors" has no vehicles
State: "Texas|TX", Dealer Name: "Classic Buick - GMC" has 162 vehicles
State: "Texas|TX", Dealer Name: "Bruner Motors" has 123 vehicles
State: "Texas|TX", Dealer Name: "Karl Klement Ford-Decatur" has 73 vehicles
State: "Texas|TX", Dealer Name: "Bayer Ford" has 172 vehicles
State: "Texas|TX", Dealer Name: "Moritz Chevrolet" has 151 vehicles
State: "Texas|TX", Dealer Name: "Park Place Sprinter Ft. Worth" has 45 vehicles
State: "Texas|TX", Dealer Name: "STS Big Box-Dallas" has no vehicles
State: "Texas|TX", Dealer Name: "Holiday Auto Group" has 18 vehicles
State: "Texas|TX", Dealer Name: "Bayer Motor Company" has 132 vehicles
State: "Texas|TX", Dealer Name: "Cavender Grande Ford" has 40 vehicles
State: "Texas|TX", Dealer Name: "Mercedes Benz of El Paso" has 9 vehicles


 State Texas|TX, has Total Vehicles : 21145


Total No of Dealers: "33" exists in the state : "Utah|UT"

State: "Utah|UT", Dealer Name: "Remarketplace" has no vehicles
State: "Utah|UT", Dealer Name: "Schow's Truck & Trailer NationaLease of Utah" has no vehicles
State: "Utah|UT", Dealer Name: "MTS Utah, Inc." has no vehicles
State: "Utah|UT", Dealer Name: "Trailer Source - Lehi" has no vehicles
State: "Utah|UT", Dealer Name: "Big City Rigs" has 1 vehicles
State: "Utah|UT", Dealer Name: "Big Rig Truck Sales" has no vehicles
State: "Utah|UT", Dealer Name: "Christensen Truck Sales" has no vehicles
State: "Utah|UT", Dealer Name: "Utah Tank & Trailer" has 8 vehicles
