State Name,City Name,Store Name,Store Address,Store Phone Number,Store Email,Store Instagram Account URL,Store Details Page URL
Oklahoma,Tulsa,Bodega Boyz - 71st,"7030 S. Sheridan Road Suite 100, Tulsa, Oklahoma 74133",(539) 444-7004,bodegaboyz71st@thebodegaboyz.com,https://www.instagram.com/bodegaboyz.oklahoma/,https://weedmaps.com/dispensaries/bodega-boyz-71st#details
Oklahoma,Tulsa,Memorial Drive Dispensary,"4419 S Memorial Dr, Tulsa, Oklahoma 74145",(918) 998-1984,veronica@memorialdrivedispensary.com,,https://weedmaps.com/dispensaries/memorial-drive-dispensary#details
Oklahoma,Tulsa,GrassHopper Dispensary,"5150 S Memorial Drive, Tulsa, Oklahoma 74145",(918) 710-4690,sales@grasshopperdispensaries.com,https://www.instagram.com/grasshopperdispensary/,https://weedmaps.com/dispensaries/grasshopper-dispensary-1#details
Oklahoma,Tulsa,Black Purple Kush,"4735 S MEMORIAL DR., Tulsa, Oklahoma 74145",(539) 867-3872,blackpurplekush@outlook.com,,https://weedmaps.com/dispensaries/black-purple-kush-inc#details
Oklahoma,Tulsa,The Dankery Dispensary,"8125 E 51st St. Suite O, Tulsa, Oklahoma 74145",(918) 576-6793,thedankerydispensary@gmail.com,http://www.instagram.com/thedankerydispensary,https://weedmaps.com/dispensaries/the-dankery-dispensary#details
Oklahoma,Tulsa,Rainbow Dispensary,"1004 N Garnett Rd Suit A, Tulsa, Oklahoma 74116",(918) 584-8995,info@rainbowdispensary.co,https://www.instagram.com/rainbow.dispensary/,https://weedmaps.com/dispensaries/rainbow-dispensary#details
Oklahoma,Tulsa,Oklahoma Home Grown OHG - East Tulsa,"9954 East 21st Street, Tulsa, Oklahoma 74129",(918) 561-6087,Ohgismyhappyplace@gmail.com,https://www.instagram.com/ohg_tulsa2/,https://weedmaps.com/dispensaries/ohg-oklahoma-home-grown#details
Oklahoma,Tulsa,Euphora - E. 61st,"8007 E. 61st, Tulsa, Oklahoma 74133",(918) 615-6573,hello@findeuphora.com,https://www.instagram.com/findeuphora/,https://weedmaps.com/dispensaries/euphora-1#details
Oklahoma,Tulsa,Nature's Kiss Tulsa,"9136 S. Sheridan Rd Suite A, Tulsa, Oklahoma 74133",(918) 289-0028,tulsasouth@natureskissmmj.net,https://www.instagram.com/natureskiss_ok/,https://weedmaps.com/dispensaries/nature-s-kiss-tulsa#details
Oklahoma,Tulsa,Bodega Boyz - 61st Street,"8316 E 61st St STE 107, Tulsa, Oklahoma 74133",(918) 957-8290,manchestersquare@thebodegaboyz.com,https://www.instagram.com/bodegaboyz.oklahoma/,https://weedmaps.com/dispensaries/bodega-boyz#details
Oklahoma,Tulsa,Kusty - Pre-Launch,"6827 S Memorial Dr Suite G, Tulsa, Oklahoma 74133",(539) 367-2841,charles@kusty.com,https://www.instagram.com/_kusty_/,https://weedmaps.com/dispensaries/kusty#details
Oklahoma,Tulsa,Danks 2 U,"6528 E 101st St Suite G, Tulsa, Oklahoma 74133",(918) 528-5191,danks2utulsa@gmail.com,https://www.instagram.com/d2u_tulsa/,https://weedmaps.com/dispensaries/danks-2-u#details
Oklahoma,Tulsa,Main St. Meds - Tulsa 24/7 + Drive Thru,"4555 South Mingo Road, Tulsa, Oklahoma 74146",(918) 938-0663,mainstreetmeds@gmail.com,,https://weedmaps.com/dispensaries/main-street-meds-tulsa#details
Oklahoma,Tulsa,HempRx,"8160 S. Memorial Drive, Tulsa, Oklahoma 74133",(918) 994-7204,hemprxtulsa@gmail.com,www.instagram.com/hemprx_tulsa,https://weedmaps.com/dispensaries/hemprx#details
Oklahoma,Tulsa,Eufloria - 11th Tulsa,"11730 E 11th St, Tulsa, Oklahoma 74128",(918) 271-5174,store-001-manager@eufloriameds.com,https://www.instagram.com/eufloria.11street/,https://weedmaps.com/dispensaries/eufloria-11st-tulsa#details
Oklahoma,Tulsa,Bodega Boyz 91st,"7717 E 91st Street, Tulsa, Oklahoma 74133",(918) 957-8282,bodegaboyz91st@thebodegaboyz.com,https://www.instagram.com/bodegaboyz.oklahoma/,https://weedmaps.com/dispensaries/bodega-boyz-91st#details
Oklahoma,Tulsa,The Jive Dispensary - Tulsa,"10922 S Memorial Dr., Tulsa, Oklahoma 74133",(918) 970-4676,tjsclaremore@gmail.com,https://www.instagram.com/thejivedispo_tulsa/,https://weedmaps.com/dispensaries/the-jive-dispensary-1#details
Oklahoma,Tulsa,Mango Cannabis - Tulsa,"7141 S. Mingo Rd., Tulsa, Oklahoma 74133",(918) 940-3525,info@mangocannabis.com,https://www.instagram.com/mangocannabisco/,https://weedmaps.com/dispensaries/mango-cannabis-tulsa#details
Oklahoma,Tulsa,Tulsa Dispensary,"5910 S. 107th East Ave, Tulsa, Oklahoma 74146",(918) 872-1100,Tulsadispensary@gmail.com,,https://weedmaps.com/dispensaries/tulsa-dispensary-1#details
Oklahoma,Tulsa,Elixir Dispensary,"8035 S. Mingo Road, Tulsa, Oklahoma 74133",(918) 615-6628,info@elixirdispensary.com,https://www.instagram.com/elixirtulsa/,https://weedmaps.com/dispensaries/elixir-dispensary#details
Oklahoma,Bixby,White Barn Dispensary,"13161 S Memorial Dr Suite A, Bixby, Oklahoma 74008",(918) 364-0420,Whitebarndispensary@outlook.com,https://www.instagram.com/WhiteBarnDispensary/,https://weedmaps.com/dispensaries/white-barn-cannabis#details
Oklahoma,Broken Arrow,GreenHub Cannabis Club,"6122 S Garnett RD Ste C, Broken Arrow, Oklahoma 74012",(918) 955-5388,Greenhubcc@gmail.com,https://www.instagram.com/GreenHubcc/,https://weedmaps.com/dispensaries/greenhub-cannabis-club#details
Oklahoma,Tulsa,Cannatopia Tulsa,"9999 S Mingo Road Suite V, Tulsa, Oklahoma 74133",(918) 957-4252,mbitz@cannatopiaok.com,https://www.instagram.com/cannatopiadispensary/,https://weedmaps.com/dispensaries/cannatopia-tulsa#details
Oklahoma,Broken Arrow,Method,"4660 W Houston St, Broken Arrow, Oklahoma 74012",(918) 420-9288,social@methoddispensary.com,instagram.com/methodbrokenarrow,https://weedmaps.com/dispensaries/method-1#details
Oklahoma,Bixby,Doctor Green - Bixby,"14657 S. Memorial Dr. Suite B, Bixby, Oklahoma 74008",(918) 528-5503,doctorgreenbixby@gmail.com,https://www.instagram.com/drgreenbixby,https://weedmaps.com/dispensaries/doctor-green-glenpool#details
Oklahoma,Broken Arrow,Trap House,"2437 North Aspen Avenue, Broken Arrow, Oklahoma 74012",(539) 367-2113,cabbott@batraphouse.com,https://www.instagram.com/traphouse.dispensary/,https://weedmaps.com/dispensaries/trap-house-1#details
Oklahoma,Bixby,Natures Leaf Dispensary,"15644 South Memorial Drive, Bixby, Oklahoma 74008",(918) 943-5097,natures.leaf.dispensary@gmail.com,https://www.instagram.com/naturesleaf_bixby/,https://weedmaps.com/dispensaries/natures-leaf-dispensary#details
Oklahoma,Broken Arrow,Lotus Gold- Broken Arrow CBD,"610 S Aspen, Broken Arrow, Oklahoma 74012",(918) 416-8830,Info@lotusgold.com,https://www.instagram.com/lotus_gold_dispensaries/,https://weedmaps.com/dispensaries/cbd-plus-usa-broken-arrow#details
Oklahoma,Broken Arrow,Minerva Canna of Broken Arrow,"900 S Aspen Ave, Broken Arrow, Oklahoma 74012",(918) 259-1154,brokenarrow@minervacannaok.com,https://www.instagram.com/minerva_canna_brokenarrow/,https://weedmaps.com/dispensaries/minerva-canna-of-broken-arrow#details
Oklahoma,Tulsa,Okie Wonderland - Tulsa,"18920 East Admiral Place, Tulsa, Oklahoma 74015",(918) 379-5222,OkiesWonderland@gmail.com,https://www.instagram.com/www.Instagram.com/OkiesWonderland/,https://weedmaps.com/dispensaries/okie-wonderland#details
Oklahoma,Broken Arrow,High Rollers Dispensary,"904 W Kenosha St, Broken Arrow, Oklahoma 74012",(918) 237-2313,highrollersdispensary@gmail.com,https://www.instagram.com/highrollersdispo3.0,https://weedmaps.com/dispensaries/high-rollers-dispensary#details
Florida,Boynton Beach,MMJ Health,"1375 Gateway Blvd Ste 545, Boynton Beach, Florida 33426",(561) 631-7994,info@mmjhealth.com,https://www.instagram.com/mmjhealth/,https://weedmaps.com/doctors/mmj-health-6#details
Florida,Lake Worth,Miracle Leaf Lake Worth,"326 N Dixie Highway, Lake Worth, Florida 33460",(561) 223-8687,lakeworth@miracleleaffl.com,,https://weedmaps.com/doctors/miracle-leaf-lake-worth#details
Florida,Lake Worth,AYR Cannabis Dispensary Lake Worth,"7118 S. Military Trail, Lake Worth, Florida 33463",(561) 328-1823,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-lake-worth#details
Florida,Lake Worth,Marijuana Doctor - Lake Worth,"1101 N. Dixie Hwy., Lake Worth, Florida 33460",(844) 442-0362,appointments@marijuanadoctor.com,https://www.instagram.com/marijuanadocfl/,https://weedmaps.com/doctors/marijuana-doctor-10#details
Florida,Greenacres,Palm Beach Family Associates Inc,"4889 Lake Worth Rd #109, Greenacres, Florida 33463",(561) 649-7532,rcaen2011@gmail.com,,https://weedmaps.com/doctors/palm-beach-family-associates-inc#details
Florida,Lake Worth,Curaleaf - Lake Worth,"1125 North Dixie Hwy Suite C, Lake Worth, Florida 33460",(561) 612-4455,info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-lake-worth#details
Florida,West Palm Beach,VidaCann - West Palm Beach (Coming Soon),"770-B1 S Military Trail, West Palm Beach, Florida 33415",(800) 977-1686,info@vidacann.com,,https://weedmaps.com/dispensaries/vidacann-west-palm-beach#details
Florida,Lake Worth,MMJ Health,"8461 Lake Worth Rd Suite 413, Lake Worth, Florida 33467",(561) 631-7994,info@mmjhealth.com,https://www.instagram.com/mmjhealth/,https://weedmaps.com/doctors/mmj-health-5#details
Florida,Lake Worth,Green Dragon - Lake Worth,"7343 Lake Worth Rd, Lake Worth, Florida 33467",,florida@greendragon.com,,https://weedmaps.com/dispensaries/green-dragon-lake-worth#details
Florida,Lake Worth,Trulieve - Lake Worth,"8724 Lake Worth Rd, Lake Worth, Florida 33467",(561) 525-1280,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-lake-worth#details
Florida,West Palm Beach,Curaleaf - West Palm Beach Clematis,"300 Clematis Street, West Palm Beach, Florida 33401",(561) 566-1845,info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-west-palm-beach-clematis#details
Florida,West Palm Beach,RISE Dispensaries West Palm Beach,"430 Clematis Rd, West Palm Beach, Florida 33401",(561) 448-0020,westpalmbeach@risecannabis.com,https://www.instagram.com/rise.cannabis/,https://weedmaps.com/dispensaries/rise-west-palm-beach#details
Florida,West Palm Beach,Miracle Leaf West Palm Beach - Clematis,"513 Clematis Street, West Palm Beach, Florida 33401",(561) 408-0606,clematis@miracleleaffl.com,,https://weedmaps.com/doctors/miracle-leaf-clematis-1#details
Florida,West Palm Beach,Florida Medical Marijuana Doctors,"907 N Dixie Hwy, West Palm Beach, Florida 33401",(305) 915-0020,florida420doctor@gmail.com,https://www.instagram.com/Miami420Doctor/,https://weedmaps.com/doctors/florida-420-doctor-4#details
Florida,West Palm Beach,AYR Cannabis Dispensary West Palm Beach,"1560 Palm Beach LKS BLVD UNIT B-08, West Palm Beach, Florida 33401",(561) 437-3705,flsupport@ayrdispensaries.com,,https://weedmaps.com/dispensaries/ayr-cannabis-dispensary-west-palm-beach#details
Florida,West Palm Beach,Sunnyside Medical Cannabis Dispensary - West Palm Beach,"2710 Okeechobee Blvd, West Palm Beach, Florida 33409",,info@sunnyside.shop,,https://weedmaps.com/dispensaries/sunnyside-medical-cannabis-dispensary-west-palm-beach#details
Florida,West Palm Beach,DocMJ,"1489 N. Miltary Trail Suite 207, West Palm Beach, Florida 33409",(888) 908-0143,info@docmj.com,https://www.instagram.com/floridadocmj/,https://weedmaps.com/doctors/docmj-11#details
Florida,West Palm Beach,Trulieve - West Palm Beach Military Trail,"1322 N Military Trail, West Palm Beach, Florida 33409",(561) 366-2618,customerservice@trulieve.com,https://www.instagram.com/trulieve_/,https://weedmaps.com/dispensaries/trulieve-west-palm-beach#details
Florida,Wellington,Mobile Marijuana Doctor - Wellington,"Please call for Appointment, Wellington, Florida 33414",(561) 779-0730,wellingtonmmdr@gmail.com,https://www.instagram.com/wellingtonmarijuanadocs/,https://weedmaps.com/doctors/mobile-marijuana-doctor#details
Florida,West Palm Beach,Canna MD,"1645 Palm Beach Lakes Blvd., Suite 1200, West Palm Beach, Florida 33401",(855) 420-9170,info@cannamd.com,https://instagram.com/mycannamd,https://weedmaps.com/doctors/canna-md-4#details
Florida,West Palm Beach,Canna Plus Health,"1689 Forum Pl, West Palm Beach, Florida 33401",(561) 675-9400,cannaplushealth@gmail.com,,https://weedmaps.com/doctors/canna-plus-health#details
Florida,West Palm Beach,Trulieve - West Palm Beach (Okeechobee Blvd),"4139 Okeechobee Blvd, West Palm Beach, Florida 33409",(561) 621-4983,customerservice@trulieve.com,,https://weedmaps.com/dispensaries/trulieve-west-palm-beach-okeechobee-blvd#details
Florida,Wellington,MÜV Dispensary Wellington,"1045 South State Road 7, Suite 200, Wellington, Florida 33414",(833) 880-5420,support@muvbrand.com,,https://weedmaps.com/dispensaries/muv-wellington#details
Florida,West Palm Beach,Green Dragon - West Palm Beach,"1695 Forum Pl, West Palm Beach, Florida 33401",(561) 223-6551,florida@greendragon.com,www.instagram.com/greendragonfl,https://weedmaps.com/dispensaries/green-dragon-west-palm-beach#details
Florida,West Palm Beach,MMJ Health,"2101 Vista Pkwy Ste. 4032, West Palm Beach, Florida 33411",(561) 631-7994,info@mmjhealth.com,https://www.instagram.com/mmjhealth/,https://weedmaps.com/doctors/mmj-health-8#details
Florida,West Palm Beach,Miracle Leaf West Palm Beach - Southern Blvd,"100 Sansbury Way #110, West Palm Beach, Florida 33411",(561) 234-4460,westpalmbeach@miracleleaffl.com,,https://weedmaps.com/doctors/miracle-leaf-west-palm-beach#details
Florida,West Palm Beach,Curaleaf - West Palm Beach,"6835 Okeechobee Boulevard, West Palm Beach, Florida 33411",(561) 234-4425,info.fl@curaleaf.com,https://www.instagram.com/curaleaf.usa/,https://weedmaps.com/dispensaries/curaleaf-west-palm-beach#details
Florida,Lake Worth,THC - Total Holistic Center,"4897 Jog Rd A, Lake Worth, Florida 33467",(561) 323-4994,info@totalholisticcenter.com,www.instagram.com/total.holistic.center,https://weedmaps.com/doctors/dr-anya-temer-thc-total-holistic-center#details
Florida,Lake Worth,Sunnyside Medical Cannabis Dispensary - Lake Worth,"6520 Lake Worth Rd, Lake Worth, Florida 33467",(561) 408-6016,info@sunnyside.shop,,https://weedmaps.com/dispensaries/sunnyside-medical-cannabis-dispensary-lake-worth#details
Texas,Austin,ROSEBUDS,"Rudder Building 1019 Brazos Austin, Austin, Texas 76031",(774) 224-0904,janismilneronlinemeds@yahoo.com,,https://weedmaps.com/doctors/rosebuds#details
West Virginia,Morgantown,Trulieve - Morgantown,"1397 Earl Core Rd, Morgantown, West Virginia 26505",(304) 381-6721,customerservice@trulieve.com,https://www.instagram.com/trulieve.wv/,https://weedmaps.com/dispensaries/trulieve-morgantown#details
Illinois,Rosemont,Verilife - Rosemont,"5540 Park Place, Rosemont, Illinois 60018",(847) 233-1593,contact@verilife.com,https://www.instagram.com/verilifestores/,https://weedmaps.com/dispensaries/verilife-rosemont#details
Missouri,Riverside,Riverside Wellness,"4403 NW Gateway Avenue, Riverside, Missouri 64150",(816) 321-2010,info@riversidewellnesskc.com,https://www.instagram.com/riversidewellnesskc/,https://weedmaps.com/dispensaries/riverside-wellness-3#details
Illinois,Addison,EarthMed - Addison,"852 South Westgate Dr., Addison, Illinois 60101",(630) 607-0796,Addison@earthmed.com,www.instagram.com/earthmeddispensary?utm_medium=unlink,https://weedmaps.com/dispensaries/earthmed-addison#details
Missouri,Kansas City,The Green Clinics,"415 Delaware Street, Suite 4W, Kansas City, Missouri 64105",(816) 514-0023,Info@TheGreenClinics.com,,https://weedmaps.com/doctors/the-green-clinics#details
Missouri,Kansas City,Miracle Leaf Missouri,"http://www.miracleleafcard.com/missouri, Kansas City, Missouri 64105",(833) 260-3624,telemedicine@miracleleaffl.com,,https://weedmaps.com/doctors/miracle-leaf-missouri#details
Missouri,Kansas City,PrestoDoctor.com (100% Online),"Please Visit our Website: http://prestodoctor.com, Kansas City, Missouri 64106",(650) 542-0420,team@prestodoctor.com,https://www.instagram.com/prestodoctor_official/,https://weedmaps.com/doctors/prestodoctor-com-100-online-17#details
Illinois,Moline,Terrace Cannabis,"2727 Avenue of the Cities, Moline, Illinois 61265",(309) 704-0420,info@terracecannabis.com,,https://weedmaps.com/dispensaries/terrace-cannabis#details
Missouri,Liberty,Green Releaf Dispensary - Liberty,"824 S 291 Highway, Liberty, Missouri 64068",(816) 429-5863,info@greenreleaf.co,https://www.instagram.com/greenreleafbrand/,https://weedmaps.com/dispensaries/green-releaf-dispensary-liberty#details
Illinois,Chicago,Chicago Compassion Club,"4955 N Milwaukee Ave, Chicago, Illinois 60630",(773) 906-5339,caregiver@chicagocompassionclub.org,,https://weedmaps.com/doctors/chicago-compassion-club#details
Illinois,Milan,Nature's Treatment of Illinois,"973 Tech Drive, Milan, Illinois 61264",(309) 283-7642,info@ntillinois.com,,https://weedmaps.com/dispensaries/nature-s-treatment-of-illinois-3#details
Illinois,Chicago,Sunnyside Cannabis Dispensary - Wrigleyville,"3524 North Clark Street, Chicago, Illinois 60657",(773) 820-7280,listings@sunnyside.shop,https://www.instagram.com/sunnyside.dispensary/,https://weedmaps.com/dispensaries/sunnyside-wrigleyville#details
Illinois,St. Charles,Zen Leaf St. Charles,"3691 E Main Street, St. Charles, Illinois 60174",(630) 377-7373,info@zenleafil.com,https://www.instagram.com/zenleafdispensaries/,https://weedmaps.com/dispensaries/zen-leaf-il-st-charles#details
Missouri,Kearney,Kansas City Cannabis Company - Kearney,"310 S. Platte Clay Way, Kearney, Missouri 64060",(866) 522-2662,Info@kccannabis.org,https://www.instagram.com/kansascitycanna/,https://weedmaps.com/dispensaries/kansas-city-cannabis-company-kearney#details
Illinois,Elmwood Park,Sunnyside Cannabis Dispensary - Elmwood Park,"7955 W. Grand Ave., Elmwood Park, Illinois 60707",(708) 402-8975,listings@sunnyside.shop,https://www.instagram.com/sunnyside.dispensary/,https://weedmaps.com/dispensaries/sunnyside-elmwood-park#details
Illinois,Addison,HATCH - Addison,"1433 W. Fullerton Ave. Unit C, Addison, Illinois 60101",(630) 519-1300,mindfuldispensary@gmail.com,https://www.instagram.com/hatchdispensary/,https://weedmaps.com/dispensaries/hatch#details
Missouri,N KANSAS CITY,BesaMe Wellness - N Kansas City,"1041 BURLINGTON ST, N KANSAS CITY, Missouri 64116",(816) 775-2920,social@besamewellness.com,https://www.instagram.com/besamefam,https://weedmaps.com/dispensaries/besame-wellness-nkansascity#details
Florida,Fort Lauderdale,Canna MD,"1451 West Cypress Creek Road, Suite 300, Fort Lauderdale, Florida 33309",(855) 420-9170,info@cannamd.com,https://instagram.com/mycannamd,https://weedmaps.com/doctors/canna-md#details
Florida,Tamarac,Broward Medical Center,"3194 West Commercial Blvd., Tamarac, Florida 33309",(954) 507-0591,info@browardmedicalcenter.com,,https://weedmaps.com/doctors/broward-medical-center#details
Florida,Pembroke Pines,MMJ Doctor of Florida,"10789 SW 1st Street, Pembroke Pines, Florida 33029",(954) 322-1110,mmjdoctorsofflorida@gmail.com,,https://weedmaps.com/doctors/mmj-doctor-of-america#details
Florida,Sunrise,CertifiedMarijuanaDoctors.com,"2096 North University dr, Sunrise, Florida 33323",(954) 909-0234,info@cmmdr.com,,https://weedmaps.com/doctors/certifiedmarijuanadoctors-com#details
West Virginia,Morgantown,NewLeaf Express - Morgantown,"3227 Earl L Core Road, Ste. 3, Morgantown, West Virginia 26508",(304) 554-9723,Gkennedy@newleaf-us.com,,https://weedmaps.com/dispensaries/newleaf-express#details
Florida,Plantation,4Health Medical Use Certifications,"8551 Sunrise Blvd. Suite 206, Plantation, Florida 33322",(754) 529-4372,admin@4HealthMM.com,,https://weedmaps.com/doctors/4health-2#details
Florida,Plantation,Elite Evaluations,"8551 Sunrise Blvd., Plantation, Florida 33322",(877) 811-7873,drpaul@ptsdevals.com,,https://weedmaps.com/doctors/elite-evaluations#details
